LocationType,Location,TimeFrame,DataFormat,Data
County,Siskiyou,2001,Rate,27.6
County,Siskiyou,2000,Rate,23
County,Siskiyou,2015,Rate,19.5
County,Solano,2000,Rate,6.4
County,Solano,2001,Rate,7.7
County,Solano,2002,Rate,6.6
County,Solano,2003,Rate,5.5
County,Solano,2004,Rate,6.9
County,Solano,2005,Rate,6.7
County,Solano,2006,Rate,7.1
County,Solano,2007,Rate,7.8
County,Solano,2008,Rate,6.4
County,Solano,2013,Rate,5.1
County,Solano,2009,Rate,6.8
County,Solano,2010,Rate,7.2
County,Solano,2011,Rate,7.1
County,Solano,2012,Rate,5.6
County,Solano,2014,Rate,4.2
County,Solano,2015,Rate,4.8
County,Sonoma,2014,Rate,4.5
County,Sonoma,2012,Rate,5.7
County,Sonoma,2011,Rate,7.6
County,Sonoma,2010,Rate,7.5
County,Sonoma,2009,Rate,7.9
County,Sonoma,2013,Rate,5.2
County,Sonoma,2008,Rate,9.1
County,Sonoma,2007,Rate,9.8
County,Sonoma,2006,Rate,10.1
County,Sonoma,2005,Rate,8.7
County,Sonoma,2004,Rate,9.1
County,Sonoma,2003,Rate,7.8
County,Sonoma,2002,Rate,8.1
County,Sonoma,2001,Rate,7.9
County,Sonoma,2000,Rate,8.3
County,Sonoma,2015,Rate,4.6
County,Stanislaus,2000,Rate,14.8
County,Stanislaus,2001,Rate,18.3
County,Stanislaus,2002,Rate,15.7
County,Stanislaus,2003,Rate,16.4
County,Stanislaus,2004,Rate,15.1
County,Stanislaus,2005,Rate,14.1
County,Stanislaus,2006,Rate,12.9
County,Stanislaus,2007,Rate,13.1
County,Stanislaus,2008,Rate,14.1
County,Stanislaus,2013,Rate,16.4
County,Stanislaus,2009,Rate,15.8
County,Stanislaus,2010,Rate,14.4
County,Stanislaus,2011,Rate,13.1
County,Stanislaus,2012,Rate,15
County,Stanislaus,2014,Rate,14.9
County,Stanislaus,2015,Rate,14.1
County,Sutter,2014,Rate,5
County,Sutter,2012,Rate,5.4
County,Sutter,2011,Rate,6.7
County,Sutter,2010,Rate,6.4
County,Sutter,2009,Rate,7.4
County,Sutter,2013,Rate,6.1
County,Sutter,2008,Rate,9.4
County,Sutter,2007,Rate,9.9
County,Sutter,2006,Rate,10.9
County,Sutter,2005,Rate,10.1
County,Sutter,2004,Rate,8.8
County,Sutter,2003,Rate,11.3
County,Sutter,2002,Rate,11.7
County,Sutter,2001,Rate,11.8
County,Sutter,2000,Rate,16.3
County,Sutter,2015,Rate,5.8
County,Tehama,2000,Rate,21.4
County,Tehama,2001,Rate,25.7
County,Tehama,2002,Rate,19.8
County,Tehama,2003,Rate,19.3
County,Tehama,2004,Rate,18.9
County,Tehama,2005,Rate,20.3
County,Tehama,2006,Rate,14.1
County,Tehama,2007,Rate,13.6
County,Tehama,2008,Rate,16
County,Tehama,2013,Rate,14.6
County,Tehama,2009,Rate,17.9
County,Tehama,2010,Rate,17.7
County,Tehama,2011,Rate,16
County,Tehama,2012,Rate,14.8
County,Tehama,2014,Rate,14.3
County,Tehama,2015,Rate,16.6
County,Trinity,2014,Rate,34.4
County,Trinity,2012,Rate,36
County,Trinity,2011,Rate,35.8
County,Trinity,2010,Rate,24.5
County,Trinity,2009,Rate,30.2
County,Trinity,2013,Rate,30.4
County,Trinity,2008,Rate,23.1
County,Trinity,2007,Rate,24.6
County,Trinity,2006,Rate,49.6
County,Trinity,2005,Rate,41.2
County,Trinity,2004,Rate,34.6
County,Trinity,2003,Rate,41.8
County,Trinity,2002,Rate,44.3
County,Trinity,2001,Rate,61.9
County,Trinity,2000,Rate,47.4
County,Trinity,2015,Rate,34.3
County,Tulare,2000,Rate,17.2
County,Tulare,2001,Rate,16.1
County,Tulare,2002,Rate,14.7
County,Tulare,2003,Rate,13
County,Tulare,2004,Rate,14.6
County,Tulare,2005,Rate,11
County,Tulare,2006,Rate,9.5
County,Tulare,2007,Rate,9.7
County,Tulare,2008,Rate,7.4
County,Tulare,2013,Rate,5.9
County,Tulare,2009,Rate,8.1
County,Tulare,2010,Rate,6.5
County,Tulare,2011,Rate,7.7
County,Tulare,2012,Rate,6.7
County,Tulare,2014,Rate,8.2
County,Tulare,2015,Rate,8
County,Tuolumne,2014,Rate,20.2
County,Tuolumne,2012,Rate,17.3
County,Tuolumne,2011,Rate,19.7
County,Tuolumne,2010,Rate,14.3
County,Tuolumne,2009,Rate,15.6
County,Tuolumne,2013,Rate,18.1
County,Tuolumne,2008,Rate,13.3
County,Tuolumne,2007,Rate,11.7
County,Tuolumne,2006,Rate,24.4
County,Tuolumne,2005,Rate,24.9
County,Tuolumne,2004,Rate,25
County,Tuolumne,2003,Rate,32.4
County,Tuolumne,2002,Rate,26.2
County,Tuolumne,2001,Rate,21.9
County,Tuolumne,2000,Rate,21.9
County,Tuolumne,2015,Rate,18.2
County,Ventura,2000,Rate,6.7
County,Ventura,2001,Rate,5.9
County,Ventura,2002,Rate,5.8
County,Ventura,2003,Rate,5.9
County,Ventura,2004,Rate,5.7
County,Ventura,2005,Rate,4.5
County,Ventura,2006,Rate,4.3
County,Ventura,2007,Rate,4.2
County,Ventura,2008,Rate,3.7
County,Ventura,2013,Rate,7.6
County,Ventura,2009,Rate,3.7
County,Ventura,2010,Rate,4.3
County,Ventura,2011,Rate,5.9
County,Ventura,2012,Rate,6.9
County,Ventura,2014,Rate,6.3
County,Ventura,2015,Rate,5.9
County,Yolo,2014,Rate,8.7
County,Yolo,2012,Rate,8.6
County,Yolo,2011,Rate,8.3
County,Yolo,2010,Rate,7.6
County,Yolo,2009,Rate,9.3
County,Yolo,2013,Rate,8.8
County,Yolo,2008,Rate,8.6
County,Yolo,2007,Rate,10.5
County,Yolo,2006,Rate,11.9
County,Yolo,2005,Rate,13.1
County,Yolo,2004,Rate,12.3
County,Yolo,2003,Rate,14.5
County,Yolo,2002,Rate,13.2
County,Yolo,2001,Rate,12.8
County,Yolo,2000,Rate,12.3
County,Yolo,2015,Rate,7.1
County,Yuba,2000,Rate,17.6
County,Yuba,2001,Rate,20.5
County,Yuba,2002,Rate,17.3
County,Yuba,2003,Rate,20.1
County,Yuba,2004,Rate,17.7
County,Yuba,2005,Rate,17.9
County,Yuba,2006,Rate,17.5
County,Yuba,2007,Rate,20
County,Yuba,2008,Rate,20
County,Yuba,2013,Rate,12.9
County,Yuba,2009,Rate,16.1
County,Yuba,2010,Rate,15.9
County,Yuba,2011,Rate,14.8
County,Yuba,2012,Rate,12.8
County,Yuba,2014,Rate,12.8
County,Yuba,2015,Rate,12.4
